year,month,id CBO 2002,Salario medio,CBO Ocupação 2002,CBO Ocupação 2002,total
2018,2,213145,5275.02,Fisico (Materiais),213145,2
2018,2,213150,11501.03,Fisico (Medicina),213150,36
2018,2,213155,15949.66,Fisico (Nuclear e Reatores),213155,1
2018,2,213160,3775.21,Fisico (Optica),213160,2
2018,2,213205,10256.09,Quimico,213205,570
2018,2,213210,9659.08,Quimico Industrial,213210,97
2018,2,213215,5215.49,Técnólogo em Processos Químicos,213215,22
2018,2,213305,5949.77,Astronomo,213305,4
2018,2,213315,7984,Meteorologista,213315,67
2018,2,213405,11394.17,Geologo,213405,223
2018,2,213410,9516.35,Geologo de Engenharia,213410,20
2018,2,213415,6747.08,Geofisico,213415,15
2018,2,213440,4974.95,Oceanógrafo,213440,21
2018,2,214005,10153.94,Engenheiro Ambiental,214005,374
2018,2,214010,7143.9,Tecnólogo em Meio Ambiente,214010,127
2018,2,214105,9244.44,Arquiteto de Edificacoes,214105,1778
2018,2,214110,8600.37,Arquiteto de Interiores,214110,322
2018,2,214115,9248.77,Arquiteto de Patrimonio,214115,140
2018,2,214120,5223.17,Arquiteto Paisagista,214120,67
2018,2,214125,8896.4,Arquiteto Urbanista,214125,411
2018,2,214130,6795.84,Urbanista,214130,28
2018,2,214205,11455.29,Engenheiro Civil,214205,8380
2018,2,214210,13056.6,Engenheiro Civil (Aeroportos),214210,15
2018,2,214215,10089.65,Engenheiro Civil (Edificacoes),214215,575
2018,2,214220,9263.02,Engenheiro Civil (Estruturas Metalicas),214220,40
2018,2,214225,9405.01,Engenheiro Civil (Ferrovias e Metrovias),214225,19
2018,2,214230,13480.69,Engenheiro Civil (Geotecnia),214230,40
2018,2,214235,11117.88,Engenheiro Civil (Hidrologia),214235,12
2018,2,214240,10113.09,Engenheiro Civil (Hidraulica),214240,49
2018,2,214245,9302.9,Engenheiro Civil (Pontes e Viadutos),214245,19
2018,2,214250,9635.9,Engenheiro Civil (Portos e Vias Navegaveis),214250,4
2018,2,214255,10937.35,Engenheiro Civil (Rodovias),214255,157
2018,2,214260,9999.93,Engenheiro Civil (Saneamento),214260,41
2018,2,214265,11742.57,Engenheiro Civil (Tuneis),214265,3
2018,2,214270,11058.66,Engenheiro Civil (Transportes e Transito),214270,787
2018,2,214280,7242.23,Tecnólogo em Construção Civil,214280,199
2018,2,214305,12431.88,Engenheiro Eletricista,214305,1979
2018,2,214310,12182.89,Engenheiro Eletronico,214310,640
2018,2,214315,9500.14,Engenheiro Eletricista de Manutencao,214315,189
2018,2,214320,11873.46,Engenheiro Eletricista de Projetos,214320,217
2018,2,214325,15403.92,Engenheiro Eletronico de Manutencao,214325,521
2018,2,214330,10894.09,Engenheiro Eletronico de Projetos,214330,153
2018,2,214335,10919.98,Engenheiro de Manutencao de Telecomunicacoes,214335,30
2018,2,214340,14501.55,Engenheiro de Telecomunicacoes,214340,656
2018,2,214345,14435.58,Engenheiro Projetista de Telecomunicacoes,214345,107
2018,2,214350,15333.5,Engenheiro de Redes de Comunicacao,214350,144
2018,2,214360,8927.47,Tecnologo em Eletricidade,214360,159
2018,2,214365,5123.04,Tecnologo em Eletronica,214365,233
2018,2,214370,11772.24,Tecnólogo em Telecomunicações,214370,183
2018,2,214405,11259.7,Engenheiro Mecanico,214405,1456
2018,2,214410,10600.57,Engenheiro Mecanico Automotivo,214410,179
2018,2,214415,17103.74,Engenheiro Mecanico (Energia Nuclear),214415,21
2018,2,214420,11518.3,Engenheiro Mecanico Industrial,214420,431
2018,2,214425,12188.83,Engenheiro Aeronautico,214425,113
2018,2,214430,13989.14,Engenheiro Naval,214430,42
2018,2,214435,8879.41,Tecnólogo em Fabricação Mecânica,214435,67
2018,2,214505,13303.78,Engenheiro Quimico,214505,455
2018,2,214510,12354,Engenheiro Quimico (Industria Quimica),214510,89
2018,2,214515,11646.95,"Engenheiro Quimico (Mineracao, Metalurgia, Siderurgia, Cimenteira e Ceramica)",214515,8
2018,2,214520,10831.64,Engenheiro Quimico (Papel e Celulose),214520,4
2018,2,214525,23518.52,Engenheiro Quimico (Petroleo e Borracha),214525,23
2018,2,214530,13554.35,Engenheiro Quimico (Utilidades e Meio Ambiente),214530,24
2018,2,214535,3881.41,Tecnólogo em Produção Sulcroalcooleira,214535,1
2018,2,214605,11696.01,Engenheiro de Materiais,214605,97
2018,2,214610,13528.2,Engenheiro Metalurgista,214610,166
2018,2,214615,6528.82,Tecnólogo em Metalurgia,214615,8
2018,2,214705,16325.69,Engenheiro de Minas,214705,30
2018,2,214715,11993.99,Engenheiro de Minas (Lavra a Ceu Aberto),214715,1
2018,2,214725,2920.4,Engenheiro de Minas (Pesquisa Mineral),214725,1
2018,2,214730,11256.26,Engenheiro de Minas (Planejamento),214730,2
2018,2,214735,8781.5,Engenheiro de Minas (Processo),214735,2
2018,2,214740,13757.65,Engenheiro de Minas (Projeto),214740,8
2018,2,214805,7833.81,Engenheiro Agrimensor,214805,21
2018,2,214810,6069.16,Engenheiro Cartografo,214810,64
2018,2,214905,10856.99,Engenheiro de Producao,214905,1187
2018,2,214910,11283.64,Engenheiro de Controle de Qualidade,214910,983
2018,2,214915,9805.78,Engenheiro de Seguranca do Trabalho,214915,943
2018,2,214920,17569.85,Engenheiro de Riscos,214920,71
2018,2,214925,6467.98,Engenheiro de Tempos e Movimentos,214925,110
2018,2,214930,9855.77,Tecnólogo em Produção Industrial,214930,58
2018,2,214935,4687.21,Tecnólogo em Segurança do Trabalho,214935,123
2018,2,215105,1876.65,Agente de Manobra e Docagem,215105,6
2018,2,215115,19918.32,Comandante da Marinha Mercante,215115,21
2018,2,215120,5115.99,Coordenador de Operacoes de Combate À Poluicao no Meio Aquaviario,215120,97
2018,2,215125,21945.85,Imediato da Marinha Mercante,215125,1
2018,2,215130,2593.6,Inspetor de Terminal,215130,9
2018,2,215135,3307.75,Inspetor Naval,215135,5
2018,2,215140,19595.73,Oficial de Quarto de Navegacao da Marinha Mercante,215140,2
2018,2,215150,2329.07,Vistoriador Naval,215150,57
2018,2,215205,5631.62,Oficial Superior de Maquinas da Marinha Mercante,215205,5
2018,2,215210,14045.11,Primeiro Oficial de Maquinas da Marinha Mercante,215210,3
2018,2,215215,12159.21,Segundo Oficial de Maquinas da Marinha Mercante,215215,3
2018,2,215220,27914.87,Superintendente Tecnico no Transporte Aquaviario,215220,5
2018,2,215305,23298.41,Piloto de Aeronaves,215305,2546
2018,2,215310,3262.78,Piloto de Ensaios em Voo,215310,5
2018,2,215315,9943.92,Instrutor de Voo,215315,17
2018,2,221105,6348.4,Biologo,221105,1539
2018,2,221205,5391.17,Biomédico,221205,1665
2018,2,222105,11231.42,Engenheiro Agricola,222105,11
2018,2,222110,11935.09,Engenheiro Agronomo,222110,1993
2018,2,222120,10038.94,Engenheiro Florestal,222120,32
2018,2,222205,8157.81,Engenheiro de Alimentos,222205,68
2018,2,222215,4332.75,Tecnólogo em Alimentos,222215,9
2018,2,223204,5446.99,Cirurgiao Dentista - Auditor,223204,88
2018,2,223208,4439.56,Cirurgiao Dentista - Clinico Geral,223208,3980
2018,2,223212,7596.18,Cirurgiao Dentista - Endodontista,223212,8
2018,2,223228,7016.55,Cirurgiao Dentista - Odontogeriatra,223228,1
2018,2,223232,21507.74,Cirurgiao Dentista - Odontologista Legal,223232,5
2018,2,223236,6220.17,Cirurgiao Dentista - Odontopediatra,223236,16
2018,2,223240,4782.15,Cirurgiao Dentista - Ortopedista e Ortodontista,223240,7
2018,2,223244,2184.84,Cirurgiao Dentista - Patologista Bucal,223244,1
2018,2,223248,5355.02,Cirurgiao Dentista - Periodontista,223248,4
2018,2,223252,1450,Cirurgiao Dentista - Protesiologo Bucomaxilofacial,223252,1
2018,2,223256,2351.27,Cirurgiao Dentista - Protesista,223256,3
2018,2,223260,4995.35,Cirurgiao Dentista - Radiologista,223260,1
2018,2,223268,6501.6,Cirurgiao Dentista - Traumatologista Bucomaxilofacial,223268,9
2018,2,223272,8230.62,Cirurgiao Dentista de Saude Coletiva,223272,87
2018,2,223280,5803.9,Cirurgião Dentista - Dentística,223280,79
2018,2,223284,3483.9,Cirurgião Dentista - Disfunção Temporomandibular e Dor Orofacial,223284,2
2018,2,223288,4694.78,Cirurgião Dentista - Odontologia para Pacientes com Necessidades Especiais,223288,5
2018,2,223293,10021.3,Cirurgião-Dentista da Estratégia de Saúde da Família,223293,95
2018,2,223305,8781.04,Medico Veterinario,223305,5079
2018,2,223310,9372.34,Zootecnista,223310,17
2018,2,223405,5079.16,Farmaceutico,223405,9131
2018,2,223420,4666.56,Farmaceutico de Alimentos,223420,5
2018,2,223505,5744.82,Enfermeiro,223505,35221
2018,2,223510,6780.63,Enfermeiro Auditor,223510,916
2018,2,223520,6611.61,Enfermeiro de Centro Cirurgico,223520,90
2018,2,223525,6941.9,Enfermeiro de Terapia Intensiva,223525,53
2018,2,223530,5111.69,Enfermeiro do Trabalho,223530,460
2018,2,223535,6721.74,Enfermeiro Nefrologista,223535,49
2018,2,223540,4548.11,Enfermeiro Neonatologista,223540,14
2018,2,223545,7612.35,Enfermeiro Obstetrico,223545,870
2018,2,223550,5242.51,Enfermeiro Psiquiatrico,223550,32
2018,2,223560,4555.04,Enfermeiro Sanitarista,223560,3
2018,2,223565,9573.07,Enfermeiro da Estratégia de Saúde da Família,223565,773
2018,2,223570,5550.94,Perfusionista,223570,24
2018,2,223605,4527.42,Fisioterapeuta Geral,223605,5325
2018,2,223625,3751.88,Fisioterapeuta Respiratória,223625,14
2018,2,223630,10189.21,Fisioterapeuta Neurofuncional,223630,3
2018,2,223635,2790.19,Fisioterapeuta Traumato-Ortopédica Funcional,223635,3
2018,2,223645,2483.53,Fisioterapeuta Quiropraxista,223645,2
2018,2,223650,2094.61,Fisioterapeuta Acupunturista,223650,2
2018,2,223655,3392.93,Fisioterapeuta Esportivo,223655,52
2018,2,223660,4022.84,Fisioterapeuta  do Trabalho,223660,42
2018,2,223705,4050.38,Dietista,223705,119
2018,2,223710,4162.81,Nutricionista,223710,3801
2018,2,223810,4752.31,Fonoaudiol,223810,980
2018,2,223815,3430.19,Fonoaudiologo Educacional,223815,12
2018,2,223830,3744.72,Fonoaudiologo em Linguagem,223830,1
2018,2,223905,4315.11,Terapeuta Ocupacion,223905,760
2018,2,223910,5003.25,Ortoptis,223910,38
2018,2,224105,2191.73,Avaliador Fisico,224105,1546
2018,2,224110,1296.02,Ludomotricista,224110,75
2018,2,224115,4186.93,Preparador de Atleta,224115,244
2018,2,224120,1750.47,Preparador Fisico,224120,3524
2018,2,224125,4605.46,Tecnico de Desporto Individual e Coletivo (Exceto Futebol),224125,3070
2018,2,224130,3372.34,Tecnico de Laboratorio e Fiscalizacao Desportiva,224130,55
2018,2,224135,5564.22,Treinador Profissional de Futebol,224135,274
2018,2,225103,11208.47,Médico Infectologista,225103,61
2018,2,225105,9568.16,Médico Acupunturista,225105,13
2018,2,225106,12339.46,Médico Legista,225106,506
2018,2,225109,12247.25,Médico Nefrologista,225109,37
2018,2,225110,6567.28,Médico Alergista e Imunologista,225110,7
2018,2,225112,10790,Médico Neurologista,225112,131
2018,2,225115,8706.89,Médico Angiologista,225115,33
2018,2,225118,10300.35,Médico Nutrologista,225118,4
2018,2,225120,15185.4,Médico Cardiologista,225120,195
2018,2,225121,25495,Médico Oncologista Clínico,225121,23
2018,2,225124,11817.42,Médico Pediatra,225124,1708
2018,2,225125,10064.46,Médico Clínico,225125,27965
2018,2,225127,12614.28,Médico Pneumologista,225127,38
2018,2,225130,15367.61,Médico de Família e Comunidade,225130,116
2018,2,225133,10469.4,Médico Psiquiatra,225133,383
2018,2,225135,9577.8,Médico Dermatologista,225135,54
2018,2,225136,9433.55,Médico Reumatologista,225136,51
2018,2,225139,11900.47,Médico Sanitarista,225139,19
2018,2,225140,10056.79,Médico do Trabalho,225140,954
2018,2,225142,16084.56,Médico da Estratégia de Saúde da Família,225142,564
2018,2,225148,9294.84,Médico Anatomopatologista,225148,11
2018,2,225150,13226.65,Médico em Medicina Intensiva,225150,328
2018,2,225151,11277.88,Médico Anestesiologista,225151,228
2018,2,225155,8592.08,Médico Endocrinologista e Metabologista,225155,131
2018,2,225160,5588.48,Médico Fisiatra,225160,6
2018,2,225165,15545.61,Médico Gastroenterologista,225165,37
2018,2,225170,17305.39,Médico Generalista,225170,331
2018,2,225175,8173.46,Médico Geneticista,225175,8
2018,2,225180,10344.45,Médico Geriatra,225180,42
2018,2,225185,10578.31,Médico Hematologista,225185,70
2018,2,225195,16443,Médico Homeopata,225195,14
2018,2,225203,9076.96,Médico em Cirurgia Vascular,225203,13
2018,2,225210,8112.9,Médico Cirurgião Cardiovascular,225210,65
2018,2,225215,8209.04,Médico Cirurgião de Cabeça e Pescoço,225215,10
2018,2,225220,10982.34,Médico Cirurgião do Aparelho Digestivo,225220,6
2018,2,225225,8904.9,Médico Cirurgião Geral,225225,469
2018,2,225230,9674.88,Médico Cirurgião Pediátrico,225230,51
2018,2,225235,7323.08,Médico Cirurgião Plástico,225235,34
2018,2,225240,10350.87,Médico Cirurgião Torácico,225240,14
2018,2,225250,9421.05,Médico Ginecologista e Obstetra,225250,477
2018,2,225255,19467.52,Médico Mastologista,225255,7
2018,2,225260,10661.39,Médico Neurocirurgião,225260,114
2018,2,225265,7627.17,Médico Oftalmologista,225265,115
2018,2,225270,9838.99,Médico Ortopedista e Traumatologista,225270,579
2018,2,225275,9822.42,Médico Otorrinolaringologista,225275,53
2018,2,225280,7875.38,Médico Coloproctologista,225280,13
2018,2,225285,8987.03,Médico Urologista,225285,79
2018,2,225290,23740.49,Médico Cancerologista Cirurgíco,225290,1
2018,2,225295,3471.26,Médico Cirurgião da Mão,225295,1
2018,2,225305,13252.29,Médico Citopatologista,225305,1
2018,2,225310,18487.15,Médico em Endoscopia,225310,44
2018,2,225320,38523.42,Médico em Radiologia e Diagnóstico por Imagem,225320,125
2018,2,225325,6136.61,Médico Patologista,225325,11
2018,2,225330,11133.87,Médico Radioterapeuta,225330,13
2018,2,225335,25773.66,Médico Patologista Clínico / Medicina Laboratorial,225335,51
2018,2,225340,19104.53,Médico Hemoterapeuta,225340,30
2018,2,225350,26881.74,Médico Neurofisiologista Clínico,225350,8
2018,2,231105,5276.49,Professor de Nivel Superior na Educacao Infantil (Quatro a Seis Anos),231105,29627
2018,2,231110,2480.21,Professor de Nivel Superior na Educacao Infantil (Zero a Tres Anos),231110,17177
2018,2,231205,4580.92,Professor da  Educacao de Jovens e Adultos do Ensino Fundamental (Primeira a Quarta Serie),231205,5367
2018,2,231210,4009.86,Professor de Nivel Superior do Ensino Fundamental (Primeira a Quarta Serie),231210,9564
2018,2,231305,5051.95,Professor de Ciencias Exatas e Naturais do Ensino Fundamental,231305,1122
2018,2,231310,3734.5,Professor de Educacao Artistica do Ensino Fundamental,231310,965
2018,2,231315,3840.76,Professor de Educacao Fisica do Ensino Fundamental,231315,1675
2018,2,231320,4197.6,Professor de Geografia do Ensino Fundamental,231320,459
2018,2,231325,4597.38,Professor de Historia do Ensino Fundamental,231325,600
2018,2,231330,5200.76,Professor de Lingua Estrangeira Moderna do Ensino Fundamental,231330,581
2018,2,231335,5510.13,Professor de Lingua Portuguesa do Ensino Fundamental,231335,822
2018,2,231340,4880.53,Professor de Matematica do Ensino Fundamental,231340,941
2018,2,232105,6169.9,Professor de Artes no Ensino Medio,232105,918
2018,2,232110,6000.14,Professor de Biologia no Ensino Medio,232110,617
2018,2,232115,6376.16,Professor de Disciplinas Pedagogicas no Ensino Medio,232115,1690
2018,2,232120,4700.62,Professor de Educacao Fisica no Ensino Medio,232120,599
2018,2,232125,4419.21,Professor de Filosofia no Ensino Medio,232125,273
2018,2,232130,6028.89,Professor de Fisica no Ensino Medio,232130,620
2018,2,232135,5197.79,Professor de Geografia no Ensino Medio,232135,436
2018,2,232140,5285.91,Professor de Historia no Ensino Medio,232140,467
2018,2,232145,4776.82,Professor de Lingua e Literatura Brasileira no Ensino Medio,232145,417
2018,2,232150,4401.21,Professor de Lingua Estrangeira Moderna no Ensino Medio,232150,415
2018,2,232155,6726.91,Professor de Matematica no Ensino Medio,232155,830
2018,2,232160,8304.45,Professor de Psicologia no Ensino Medio,232160,16
2018,2,232165,6153.11,Professor de Quimica no Ensino Medio,232165,659
2018,2,232170,6557.91,Professor de Sociologia no Ensino Medio,232170,151
2018,2,233105,6414.03,Professor da Area de Meio Ambiente,233105,14
2018,2,233110,5334.17,Professor de Desenho Tecnico,233110,10847
2018,2,233115,11111.23,Professor de Tecnicas Agricolas,233115,34
2018,2,233120,3323.29,Professor de Tecnicas Comerciais e Secretariais,233120,97
2018,2,233125,2830.77,Professor de Tecnicas de Enfermagem,233125,217
2018,2,233130,6265.09,Professor de Tecnicas Industriais,233130,1
2018,2,233135,3154.6,Professor de Tecnologia e Calculo Tecnico,233135,33
2018,2,233205,3367.18,Instrutor de Aprendizagem e Treinamento Agropecuario,233205,135
2018,2,233210,4973.75,Instrutor de Aprendizagem e Treinamento Industrial,233210,1808
2018,2,233215,4823.42,Professor de Aprendizagem e Treinamento Comercial,233215,2694
2018,2,233220,3394.84,Professor Instrutor de Ensino e Aprendizagem Agroflorestal,233220,6
2018,2,233225,3205.92,Professor Instrutor de Ensino e Aprendizagem em Servicos,233225,1124
2018,2,234105,6052.1,Professor de Matematica Aplicada (No Ensino Superior),234105,204
2018,2,234110,15982.8,Professor de Matematica Pura (No Ensino Superior),234110,227
2018,2,234115,8481.05,Professor de Estatistica (No Ensino Superior),234115,12
2018,2,234120,9349.84,Professor de Computacao (No Ensino Superior),234120,659
2018,2,234125,7194.89,Professor de Pesquisa Operacional (No Ensino Superior),234125,4
2018,2,234205,14356.71,Professor de Fisica (Ensino Superior),234205,224
2018,2,234210,13201.69,Professor de Quimica (Ensino Superior),234210,266
2018,2,234215,12557.34,Professor de Astronomia (Ensino Superior),234215,1
2018,2,234305,11208.1,Professor de Arquitetura,234305,289
2018,2,234310,10679.82,Professor de Engenharia,234310,1787
2018,2,234315,16940.24,Professor de Geofisica,234315,80
2018,2,234320,11865.8,Professor de Geologia,234320,92
2018,2,234405,10674.83,Professor de Ciencias Biologicas do Ensino Superior,234405,1187
2018,2,234410,3402.88,Professor de Educacao Fisica no Ensino Superior,234410,506
2018,2,234415,8610.34,Professor de Enfermagem do Ensino Superior,234415,274
2018,2,234420,13088.71,Professor de Farmacia e Bioquimica,234420,145
2018,2,234425,4179.51,Professor de Fisioterapia,234425,113
2018,2,234430,6537.17,Professor de Fonoaudiologia,234430,25
2018,2,234435,11146.83,Professor de Medicina,234435,729
2018,2,234440,17335.04,Professor de Medicina Veterinaria,234440,94
2018,2,234445,2904.68,Professor de Nutricao,234445,51
2018,2,234450,12652.24,Professor de Odontologia,234450,174
2018,2,234455,8162.4,Professor de Terapia Ocupacional,234455,10
2018,2,234460,18662.45,Professor de Zootecnia do Ensino Superior,234460,2
2018,2,234505,8089.13,Professor de Ensino Superior na Area de Didatica,234505,3624
2018,2,234510,7898.18,Professor de Ensino Superior na Area de Orientacao Educacional,234510,4439
2018,2,234515,14995.4,Professor de Ensino Superior na Area de Pesquisa Educacional,234515,1256
2018,2,234520,6600.46,Professor de Ensino Superior na Area de Pratica de Ensino,234520,6214
2018,2,234604,7814.53,Professor de Lingua Alema,234604,32
2018,2,234608,6863.44,Professor de Lingua Italiana,234608,21
2018,2,234612,4963.41,Professor de Lingua Francesa,234612,99
2018,2,234616,4597.44,Professor de Lingua Inglesa,234616,1647
2018,2,234620,3756.33,Professor de Lingua Espanhola,234620,305
2018,2,234624,6394.12,Professor de Lingua Portuguesa,234624,711
2018,2,234628,3946.49,Professor de Literatura Brasileira,234628,22
2018,2,234632,4851.65,Professor de Literatura Portuguesa,234632,26
2018,2,234640,12647.03,Professor de Literatura Comparada,234640,2
2018,2,234644,2323.48,Professor de Literatura Espanhola,234644,6
2018,2,234648,9783.16,Professor de Literatura Francesa,234648,4
2018,2,234652,3342.38,Professor de Literatura Inglesa,234652,10
2018,2,234656,807.32,Professor de Literatura Italiana,234656,1
2018,2,234660,3194.54,Professor de Literatura de Linguas Estrangeiras Modernas,234660,13
2018,2,234664,5522.8,Professor de Outras Linguas e Literaturas,234664,63
2018,2,234668,2863.01,Professor de Linguas Estrangeiras Modernas,234668,74
2018,2,234672,7826.54,Professor de Linguistica e Linguistica Aplicada,234672,43
2018,2,234676,3141.55,Professor de Filologia e Critica Textual,234676,8
2018,2,234680,4661.98,Professor de Semiotica,234680,1
2018,2,234684,12065.64,Professor de Teoria da Literatura,234684,3
2018,2,234705,7211.49,Professor de Antropologia do Ensino Superior,234705,564
2018,2,234710,3196.83,Professor de Arquivologia do Ensino Superior,234710,4
2018,2,234715,4329.52,Professor de Biblioteconomia do Ensio Superior,234715,19
2018,2,234720,10008.49,Professor de Ciencia Politica do Ensino Superior,234720,74
2018,2,234725,11598.63,Professor de Comunicacao Social do Ensino Superior,234725,386
2018,2,234730,8248.45,Professor de Direito do Ensino Superior,234730,699
2018,2,234735,14276.23,Professor de Filosofia do Ensino Superior,234735,826
2018,2,234740,7912.82,Professor de Geografia do Ensino Superior,234740,20
2018,2,234745,12728.56,Professor de Historia do Ensino Superior,234745,97
2018,2,234750,11411.25,Professor de Jornalismo,234750,27
2018,2,234755,3797.92,Professor de Museologia do Ensino Superior,234755,1
2018,2,234760,10906.38,Professor de Psicologia do Ensino Superior,234760,360
2018,2,234765,13950.97,Professor de Servico Social do Ensino Superior,234765,45
2018,2,234770,6484.4,Professor de Sociologia do Ensino Superior,234770,149
2018,2,234805,15008.77,Professor de Economia,234805,290
2018,2,234810,8876.89,Professor de Administracao,234810,2067
2018,2,234815,6485.41,Professor de Contabilidade,234815,153
2018,2,234905,3200.48,Professor de Artes do Espetaculo no Ensino Superior,234905,108
2018,2,234910,8291.44,Professor de Artes Visuais no Ensino Superior (Artes Plasticas e Multimidia),234910,180
2018,2,234915,3006.82,Professor de Musica no Ensino Superior,234915,162
2018,2,239205,3785.07,Professor de Alunos com Deficiencia Auditiva e Surdos,239205,99
2018,2,239210,3001.23,Professor de Alunos com Deficiencia Fisica,239210,16
2018,2,239215,3245.18,Professor de Alunos com Deficiencia Mental,239215,146
2018,2,239220,4541.05,Professor de Alunos com Deficiencia Multipla,239220,77
2018,2,239225,5015.64,Professor de Alunos com Deficiencia Visual,239225,24
2018,2,239405,6720.31,Coordenador Pedagogico,239405,8469
2018,2,239410,4234.81,Orientador Educacional,239410,5406
2018,2,239415,4506.31,Pedagogo,239415,1854
2018,2,239420,1919.15,Professor de Tecnicas e Recursos Audiovisuais,239420,23
2018,2,239425,4684.29,Psicopedagogo,239425,48
2018,2,239430,7049.77,Supervisor de Ensino,239430,1318
2018,2,239435,5719.6,Designer Educacional,239435,386
2018,2,241005,8341.93,Advogado,241005,12513
2018,2,241010,12459.59,Advogado de Empresa,241010,3125
2018,2,241015,7863.35,Advogado (Direito Civil),241015,197
2018,2,241020,7845.22,Advogado (Direito Publico),241020,122
2018,2,241025,6115.65,Advogado (Direito Penal),241025,159
2018,2,241030,10607.24,Advogado (Areas Especiais),241030,89
2018,2,241035,10720.79,Advogado (Direito do Trabalho),241035,516
2018,2,241040,12187.1,Consultor Juridico,241040,3066
2018,2,241205,29543.33,Advogado da Uniao,241205,106
2018,2,241210,30394.36,Procurador Autarquico,241210,105
2018,2,241215,25758.72,Procurador da Fazenda Nacional,241215,558
2018,2,241220,10168.6,Procurador do Estado,241220,875
2018,2,241225,30867.84,Procurador do Municipio,241225,427
2018,2,241230,4370.48,Procurador Federal,241230,3
2018,2,241235,18059.05,Procurador Fundacional,241235,2
2018,2,241305,2620.93,Oficial de Registro de Contratos Maritimos,241305,2
2018,2,241310,2991.87,Oficial do Registro Civil de Pessoas Juridicas,241310,5
2018,2,241315,10228.31,Oficial do Registro Civil de Pessoas Naturais,241315,3
2018,2,241320,4615.41,Oficial do Registro de Distribuicoes,241320,26
2018,2,241325,9423.87,Oficial do Registro de Imoveis,241325,3
2018,2,241330,3375.28,Oficial do Registro de Titulos e Documentos,241330,24
2018,2,241335,21677.8,Tabeliao de Notas,241335,5
2018,2,242205,10150,Procurador da Republica,242205,1
2018,2,242215,5754.93,Procurador de Justica Militar,242215,1
2018,2,242235,1313,Promotor de Justica,242235,1
2018,2,242245,1465,Subprocurador-Geral da Republica,242245,1
2018,2,242305,18806.41,Delegado de Policia,242305,3111
2018,2,242405,4817.67,Defensor Publico,242405,23
2018,2,242410,5613.06,Procurador da Assistencia Judiciaria,242410,4
2018,2,242905,12023.01,Oficial de Inteligencia,242905,6
2018,2,242910,13227.16,Oficial Tecnico de Inteligencia,242910,4
2018,2,251105,5174.15,Antropologo,251105,7
2018,2,251110,5186.88,Arqueologo,251110,26
2018,2,251115,6539.56,Cientista Politico,251115,12
2018,2,251120,9243.04,Sociologo,251120,54
2018,2,251205,10759.12,Economista,251205,1179
2018,2,251210,6911.7,Economista Agroindustrial,251210,49
2018,2,251215,6954.56,Economista Financeiro,251215,7242
2018,2,251220,6923.06,Economista Industrial,251220,375
2018,2,251225,5384.67,Economista do Setor Publico,251225,2219
2018,2,251230,8172.1,Economista Ambiental,251230,94
2018,2,251235,7599.94,Economista Regional e Urbano,251235,111
2018,2,251305,9318.09,Geografo,251305,111
2018,2,251405,5941.17,Filosofo,251405,6
2018,2,251505,3880.35,Psicologo Educacional,251505,373
2018,2,251510,4869.87,Psicologo Clinico,251510,1006
2018,2,251515,4117.91,Psicologo do Esporte,251515,21
2018,2,251520,4626.67,Psicologo Hospitalar,251520,536
2018,2,251525,10159.01,Psicologo Juridico,251525,515
2018,2,251530,4333.92,Psicologo Social,251530,898
2018,2,251535,2457.99,Psicologo do Transito,251535,1
2018,2,251540,6520.2,Psicologo do Trabalho,251540,190
2018,2,251545,6358.45,Neuropsicologo,251545,5
2018,2,251550,3790.62,Psicanalista,251550,17
2018,2,251605,6135.45,Assistente Social,251605,5612
2018,2,252105,7662.07,Administrador,252105,48583
2018,2,252205,8055.96,Auditor (Contadores e Afins),252205,7583
2018,2,252210,7378.35,Contador,252210,27210
2018,2,252215,5882.12,Perito Contabil,252215,68
2018,2,252305,6978.93,Secretaria  Executiva,252305,10818
2018,2,252310,7510.67,Secretario  Bilingue,252310,1366
2018,2,252315,7019.87,Secretaria Trilingue,252315,75
2018,2,252320,3607.89,Tecnólogo em Secretariado Escolar,252320,230
2018,2,252405,4833.4,Analista de Recursos Humanos,252405,18794
2018,2,252505,11912.48,Administrador de Fundos e Carteiras de Investimento,252505,781
2018,2,252510,5415.32,Analista de Cambio,252510,745
2018,2,252515,5658.63,Analista de Cobranca (Instituicoes Financeiras),252515,1215
2018,2,252525,6367.86,Analista de Credito (Instituicoes Financeiras),252525,4210
2018,2,252530,6378.72,Analista de Credito Rural,252530,15
2018,2,252535,4919.46,Analista de Leasing,252535,38
2018,2,252540,7887.53,Analista de Produtos Bancarios,252540,5331
2018,2,252545,7144.72,Analista Financeiro (Instituicoes Financeiras),252545,13377
2018,2,252605,12099.66,Gestor em Segurança,252605,318
2018,2,253110,6487.58,Redator de Publicidade,253110,1484
2018,2,253115,6513.82,Agente Publicitario,253115,4349
2018,2,253120,7343.8,Analista de Negocios,253120,2525
2018,2,253125,6793.52,Analista de Pesquisa de Mercado,253125,1983
2018,2,253135,14232.59,Diretor de Criacao,253135,366
2018,2,253140,6975.03,Diretor de Arte (Publicidade),253140,680
2018,2,253205,16495.5,Gerente de Captacao (Fundos e Investimentos Institucionais),253205,771
2018,2,253210,13498.28,Gerente de Clientes Especiais (Private),253210,2003
2018,2,253215,8039.59,Gerente de Contas - Pessoa Fisica e Juridica,253215,14667
2018,2,253220,21398.49,Gerente de Grandes Contas (Corporate),253220,1274
2018,2,253225,4832.22,Operador de Negocios,253225,3720
