quarter,year,date,area_m2,bedrooms,suite,bathrooms,garage,price_real_month,price_m2,condo_real,metro_dist_km,gym,field_quadra,elevator,furnished,swimming_pool,delta_cbd_farialima,inequality_meter,inequality_rank,teleworkable
4,2018,05/11/2018,63,2,0,1,1,510999,8111.1,840,0.765803212,,,,,,1.7553335,71.0625,4,0.192
4,2018,19/11/2018,63,2,1,2,2,364000,5777.78,420,1.303735005,,,,,,13.8970693,43.96875,60,0.151
4,2018,27/11/2018,63,1,1,2,1,329000,5222.22,420,4.176915094,,,,,,7.5866262,51.5,33,0.204
4,2018,07/11/2018,63,2,0,1,1,486499,7722.21,0,0.651918079,,,,,,1.8998892,71.0625,4,0.192
4,2018,21/11/2018,63,2,0,1,1,420000,6666.67,817,0.286695955,,,,,,4.8216265,53.75,29,0.069
4,2018,11/11/2018,63,2,1,2,2,451500,7166.67,385,1.298464376,,,,,,11.2110684,54.6875,26,0.184
4,2018,09/11/2018,63,2,1,2,1,450100,7144.44,0,0.327460729,,,,,,5.2933963,53.75,29,0.069
4,2018,30/11/2018,63,2,0,1,1,406000,6444.44,350,2.429540014,,,,,,7.7680608,55.3125,24,0.119
4,2018,15/11/2018,63,3,1,2,1,322000,5111.11,322,0.427859338,,,,,,12.147032,54.6875,26,0.172
4,2018,19/11/2018,63,2,1,2,1,446600,7088.89,501,0.963707397,,,,,,6.2724078,53.75,29,0.069
4,2018,29/11/2018,63,2,1,2,1,329000,5222.22,454,2.540118528,,,,,,6.9136702,37.625,78,0.221
4,2018,14/11/2018,63,2,1,2,1,338730,5376.67,352,2.388356216,,,,,,6.9385567,57.46875,22,0.184
4,2018,09/11/2018,63,2,1,2,2,459899,7299.98,0,2.373182352,,,,,,6.9349806,57.46875,22,0.184
4,2018,01/11/2018,63,1,1,2,1,419300,6655.56,0,0.946518067,,,,,,3.6807493,68.96875,7,0.34
4,2018,14/11/2018,63,2,1,2,1,686000,10888.89,385,2.548599817,,,,,,0.5422718,61.78125,15,0.296
4,2018,05/11/2018,63,2,1,2,1,630000,10000,560,2.675596883,,,,,,0.7417379,61.78125,15,0.296
4,2018,20/11/2018,63,2,1,2,2,346500,5500,489,0.793983191,,,,,,12.1034785,54.6875,26,0.184
4,2018,19/11/2018,63,2,,1,1,315000,5000,495,0.521071503,,,,,,6.2072236,53.75,29,0.069
4,2018,13/11/2018,63,2,1,1,1,315000,5000,397,0.251951967,,,,,,13.1205941,62.71875,14,0.174
4,2018,28/11/2018,63,2,1,2,1,482999,7666.65,514,0.739403336,,,,,,5.3332602,53.75,29,0.069
4,2018,30/11/2018,63,2,1,2,1,630700,10011.11,466,0.546032843,,,,,,4.9252696,78.21875,1,0.107
4,2018,22/11/2018,63,2,0,1,1,406000,6444.44,499,0.496562777,,,,,,5.4362243,70.0625,6,0.185
4,2018,05/11/2018,63,2,1,1,1,356300,5655.56,385,0.714514304,,,,,,5.6917964,53.75,29,0.069
4,2018,09/11/2018,63,2,1,2,1,448000,7111.11,623,1.517768863,,,,,,3.968766,47.65625,47,0.154
4,2018,19/11/2018,63,1,1,1,1,396900,6300,371,0.35389279,,,,,,6.1668489,59.59375,19,0.224
4,2018,20/11/2018,63,2,1,2,1,607530,9643.33,0,1.472126745,,,,,,6.0371972,70.0625,6,0.185
4,2018,16/11/2018,63,2,0,2,1,489999,7777.76,614,1.817088334,,,,,,0.7072888,61.78125,15,0.296
4,2018,19/11/2018,63,2,1,1,1,385000,6111.11,406,0.688638612,,,,,,8.9890065,63.03125,13,0.102
4,2018,28/11/2018,63,3,1,2,1,360500,5722.22,280,0.157301601,,,,,,8.940915,63.03125,13,0.102
4,2018,20/11/2018,63,2,0,2,1,350000,5555.56,454,2.146136022,,,,,,12.1024499,61.25,16,0.281
4,2018,19/11/2018,64,2,0,2,1,385000,6015.63,602,1.236722624,,,,,,3.7194982,47.65625,47,0.154
4,2018,07/11/2018,64,2,0,2,1,510299,7973.42,840,0.440644106,,,,,,2.0678204,71.0625,4,0.192
4,2018,28/11/2018,64,2,1,2,1,426230,6659.84,630,0.593299176,,,,,,12.704237,54.6875,26,0.184
4,2018,21/11/2018,64,2,1,1,1,368444,5756.94,0,2.18800256,,,,,,7.762622,55.3125,24,0.119
4,2018,23/11/2018,64,2,1,2,1,461999,7218.73,0,0.513428199,,,,,,4.9783837,53.75,29,0.069
4,2018,23/11/2018,64,3,1,1,2,468999,7328.11,287,1.328761404,,,,,,6.0347637,60.875,18,0.313
4,2018,05/11/2018,64,2,1,2,1,406000,6343.75,343,0.715880097,,,,,,6.0178339,53.75,29,0.069
4,2018,09/11/2018,64,2,1,2,1,437500,6835.94,420,0.729724224,,,,,,6.0309868,53.75,29,0.069
4,2018,14/11/2018,64,2,1,3,1,528500,8257.81,532,0.197483858,,,,,,4.5188827,71.21875,3,0.191
4,2018,09/11/2018,64,2,1,2,1,822500,12851.56,386,0.197483858,,,,,,4.5188827,71.21875,3,0.191
4,2018,14/11/2018,64,2,0,2,1,336000,5250,420,3.187660317,,,,,,15.5935637,49.78125,38,0.128
4,2018,05/11/2018,64,2,1,1,2,489999,7656.23,560,0.963707397,,,,,,6.2724078,53.75,29,0.069
4,2018,12/11/2018,64,2,1,2,1,594930,9295.78,0,0.969739557,,,,,,3.8419599,71.21875,3,0.191
4,2018,28/11/2018,64,2,1,2,1,482999,7546.86,408,0.815403359,,,,,,5.5508453,53.75,29,0.069
4,2018,28/11/2018,64,2,1,2,1,489999,7656.23,378,0.815403359,,,,,,5.5508453,53.75,29,0.069
4,2018,26/11/2018,64,2,0,2,1,336000,5250,315,7.114933873,,,,,,11.4492963,51.40625,34,0.302
4,2018,22/11/2018,64,2,1,2,2,416500,6507.81,532,0.793983191,,,,,,12.1034785,54.6875,26,0.184
4,2018,21/11/2018,64,2,1,2,2,416500,6507.81,532,0.838990158,,,,,,12.1547928,54.6875,26,0.184
4,2018,29/11/2018,64,2,1,2,2,350000,5468.75,301,1.528289879,,,,,,12.4758306,54.6875,26,0.172
4,2018,29/11/2018,64,2,,2,1,517999,8093.73,669,0.405792455,,,,,,3.893143,71.21875,3,0.191
4,2018,15/11/2018,64,3,1,2,1,346500,5414.06,308,2.884936045,,,,,,8.7569872,45.3125,53,0.123
4,2018,24/11/2018,64,1,0,1,2,475999,7437.48,420,2.155308819,,,,,,1.1799145,61.78125,15,0.296
4,2018,05/11/2018,64,2,1,2,1,548240,8566.25,451,2.155308819,,,,,,1.1799145,61.78125,15,0.296
4,2018,14/11/2018,64,2,0,1,2,548800,8575,475,2.155308819,,,,,,1.1799145,61.78125,15,0.296
4,2018,09/11/2018,64,2,0,1,1,350000,5468.75,510,0.863197421,,,,,,5.9286132,53.75,29,0.069
4,2018,14/11/2018,64,2,2,1,1,333200,5206.25,,0.619361944,,,,,,7.0841557,57.46875,22,0.184
4,2018,20/11/2018,64,2,1,2,1,385000,6015.63,503,0.35389279,,,,,,6.1668489,59.59375,19,0.224
4,2018,13/11/2018,64,2,1,1,2,430500,6726.56,385,2.110835638,,,,,,9.2799462,63.03125,13,0.102
4,2018,21/11/2018,64,2,1,2,2,535500,8367.19,0,0.858733553,,,,,,5.5695185,70.0625,6,0.185
4,2018,23/11/2018,64,2,1,2,2,517999,8093.73,525,0.895790532,,,,,,5.589633,70.0625,6,0.185
4,2018,05/11/2018,65,2,1,2,2,875000,13461.54,868,0.531078307,,,,,,3.6930273,75.40625,2,0.173
4,2018,21/11/2018,65,2,1,1,2,944999,14538.45,899,0.531078307,,,,,,3.6930273,75.40625,2,0.173
4,2018,13/11/2018,65,3,1,2,1,371000,5707.69,0,2.901801875,,,,,,16.4193928,49.78125,38,0.128
4,2018,05/11/2018,65,2,1,2,1,560000,8615.38,676,0.342796467,,,,,,2.2032,71.0625,4,0.192
4,2018,23/11/2018,65,2,1,1,2,595000,9153.85,665,0.500762892,,,,,,2.6139921,61.78125,15,0.296
4,2018,28/11/2018,65,2,1,2,1,395500,6084.62,248,0.593299176,,,,,,12.704237,54.6875,26,0.184
4,2018,19/11/2018,65,2,1,2,1,530319,8158.75,0,0.604920821,,,,,,12.6856198,54.6875,26,0.184
4,2018,19/11/2018,65,2,1,1,2,561845,8643.77,,0.604920821,,,,,,12.6856198,54.6875,26,0.184
4,2018,19/11/2018,65,2,1,2,2,589720,9072.62,0,0.604920821,,,,,,12.6856198,54.6875,26,0.184
4,2018,19/11/2018,65,2,1,1,2,615235,9465.15,,0.604920821,,,,,,12.6856198,54.6875,26,0.184
4,2018,13/11/2018,65,2,1,2,2,350000,5384.62,371,1.755507146,,,,,,9.1328777,55.25,25,0.229
4,2018,07/11/2018,65,2,0,2,1,384300,5912.31,560,0.651918079,,,,,,1.8998892,71.0625,4,0.192
4,2018,20/11/2018,65,2,1,2,1,391314,6020.22,0,1.924214548,,,,,,8.2904048,45.3125,53,0.123
4,2018,19/11/2018,65,3,1,2,1,329700,5072.31,315,2.271945432,,,,,,8.5999788,45.3125,53,0.123
4,2018,14/11/2018,65,2,2,3,2,560000,8615.38,645,0.742025124,,,,,,3.4147566,47.65625,47,0.154
4,2018,20/11/2018,65,2,0,2,1,482999,7430.75,616,1.630126879,,,,,,0.8444045,61.78125,15,0.296
4,2018,21/11/2018,65,2,1,1,1,370120,5694.15,0,2.200404826,,,,,,7.7480614,55.3125,24,0.119
4,2018,21/11/2018,65,2,1,1,1,381306,5866.25,0,2.204685493,,,,,,7.7250762,55.3125,24,0.119
4,2018,21/11/2018,65,2,1,1,1,385629,5932.75,0,2.18800256,,,,,,7.762622,55.3125,24,0.119
4,2018,20/11/2018,65,2,1,2,2,637000,9800,0,0.586479929,,,,,,3.8818024,75.40625,2,0.173
4,2018,20/11/2018,65,2,1,2,2,658532,10131.26,0,0.586479929,,,,,,3.8818024,75.40625,2,0.173
4,2018,14/11/2018,65,2,0,1,1,489999,7538.45,700,1.639844324,,,,,,0.8374556,61.78125,15,0.296
4,2018,02/11/2018,65,2,0,1,2,364000,5600,429,0.898301398,,,,,,6.7635147,46.84375,51,0.217
4,2018,14/11/2018,65,2,1,2,1,329000,5061.54,270,2.086808488,,,,,,10.6534182,59.0625,20,0.133
4,2018,09/11/2018,65,2,1,2,1,415100,6386.15,385,2.50774914,,,,,,7.7755325,55.3125,24,0.119
4,2018,28/11/2018,65,2,1,2,1,490629,7548.14,385,0.41046018,,,,,,3.2510184,75.40625,2,0.173
4,2018,22/11/2018,65,2,1,2,1,540400,8313.85,0,0.253311962,,,,,,3.0632347,68.96875,7,0.34
4,2018,21/11/2018,65,2,1,2,2,519399,7990.75,660,0.298357038,,,,,,5.1906161,71.21875,3,0.191
4,2018,23/11/2018,65,3,1,1,2,399000,6138.46,489,0.528870427,,,,,,5.4131625,53.75,29,0.069
4,2018,01/11/2018,65,2,1,2,2,455000,7000,210,0.519526546,,,,,,5.439872,53.75,29,0.069
4,2018,07/11/2018,65,2,1,2,1,335300,5158.46,461,1.175171277,,,,,,6.4133628,46.84375,51,0.217
4,2018,26/11/2018,65,2,1,1,2,329000,5061.54,553,0.885614622,,,,,,6.9043059,55.3125,24,0.119
4,2018,07/11/2018,65,2,1,2,1,378000,5815.38,413,0.63677047,,,,,,5.5884157,53.75,29,0.069
4,2018,14/11/2018,65,1,1,2,1,644000,9907.69,364,0.583341586,,,,,,3.3311956,68.96875,7,0.34
4,2018,23/11/2018,65,1,1,1,1,944999,14538.45,1400,2.142119501,,,,,,0.4791439,61.78125,15,0.296
4,2018,07/11/2018,65,2,1,2,2,453600,6978.46,525,0.50272587,,,,,,5.5768841,71.21875,3,0.191
4,2018,20/11/2018,65,2,1,2,2,455000,7000,308,1.461901579,,,,,,6.6275363,60.875,18,0.313
4,2018,08/11/2018,65,2,0,2,1,392000,6030.77,392,1.445409737,,,,,,6.6034131,60.875,18,0.313
4,2018,19/11/2018,65,2,1,2,2,444500,6838.46,525,0.854398141,,,,,,5.9939194,53.75,29,0.069
4,2018,27/11/2018,65,2,1,2,1,630000,9692.31,560,1.998380826,,,,,,0.849872,61.78125,15,0.296
4,2018,21/11/2018,65,2,1,2,2,665000,10230.77,0,1.998380826,,,,,,0.849872,61.78125,15,0.296
4,2018,05/11/2018,65,1,1,2,1,665000,10230.77,599,2.678383814,,,,,,0.9401236,61.78125,15,0.296
4,2018,27/11/2018,65,2,,2,1,434000,6676.92,461,1.929479656,,,,,,0.8577939,61.78125,15,0.296
4,2018,07/11/2018,65,2,1,2,1,510299,7850.75,420,0.793239403,,,,,,5.5504505,53.75,29,0.069
4,2018,12/11/2018,65,2,0,2,2,461999,7107.68,525,1.142872907,,,,,,2.3545947,61.78125,15,0.296
4,2018,14/11/2018,65,2,0,1,2,364000,5600,546,0.293764973,,,,,,5.5190668,53.75,29,0.069
4,2018,23/11/2018,65,2,1,2,0,468999,7215.37,441,0.862142667,,,,,,5.4246719,53.75,29,0.069
4,2018,19/11/2018,65,2,1,3,2,336000,5169.23,420,1.380563089,,,,,,12.1204216,61.25,16,0.281
4,2018,28/11/2018,65,2,1,1,0,343000,5276.92,489,1.380563089,,,,,,12.1204216,61.25,16,0.281
4,2018,23/11/2018,65,2,1,2,2,700000,10769.23,616,0.791369689,,,,,,3.4460623,68.96875,7,0.34
4,2018,05/11/2018,65,2,0,1,1,420000,6461.54,392,0.708889022,,,,,,2.4983036,61.78125,15,0.296
4,2018,05/11/2018,65,2,0,1,0,546000,8400,421,0.425387062,,,,,,3.8081766,75.40625,2,0.173
4,2018,22/11/2018,65,3,1,2,2,399000,6138.46,517,0.851121415,,,,,,5.49999,53.75,29,0.069
4,2018,07/11/2018,65,2,1,2,1,525000,8076.92,385,0.639874994,,,,,,5.144394,67.75,8,0.201
4,2018,19/11/2018,65,2,1,1,1,620900,9552.31,0,0.318257457,,,,,,5.2853585,70.0625,6,0.185
4,2018,28/11/2018,65,2,1,2,1,595000,9153.85,609,1.284803475,,,,,,1.2166873,71.0625,4,0.192
4,2018,13/11/2018,65,3,1,2,1,336000,5169.23,454,2.865971995,,,,,,12.9598061,50.4375,36,0.169
4,2018,23/11/2018,65,2,0,2,1,385000,5923.08,441,0.496562777,,,,,,5.4362243,70.0625,6,0.185
4,2018,19/11/2018,65,2,0,2,0,455000,7000,454,0.510165535,,,,,,3.2742447,68.96875,7,0.34
4,2018,16/11/2018,65,1,1,1,0,544910,8383.23,244,0.535098662,,,,,,4.9407112,71.21875,3,0.191
4,2018,07/11/2018,65,2,1,1,1,349300,5373.85,616,0.648625504,,,,,,5.7774884,53.75,29,0.069
4,2018,13/11/2018,65,2,1,2,1,385000,5923.08,489,2.212770033,,,,,,7.3543062,46.84375,51,0.217
4,2018,05/11/2018,65,2,1,2,1,420000,6461.54,595,1.517768863,,,,,,3.968766,47.65625,47,0.154
4,2018,16/11/2018,65,2,1,2,0,329000,5061.54,0,2.641744872,,,,,,6.7887237,44.28125,58,0.155
4,2018,23/11/2018,65,2,,2,1,525000,8076.92,,1.817088334,,,,,,0.7072888,61.78125,15,0.296
4,2018,23/11/2018,65,2,1,2,1,364000,5600,381,0.458732291,,,,,,5.7459117,59.59375,19,0.224
4,2018,07/11/2018,65,2,1,1,1,461299,7096.91,273,0.157301601,,,,,,8.940915,63.03125,13,0.102
4,2018,22/11/2018,65,2,2,3,1,461999,7107.68,499,1.568166734,,,,,,6.1096007,71.21875,3,0.191
4,2018,19/11/2018,65,2,1,1,2,381500,5869.23,665,0.704280348,,,,,,4.5404926,53.75,29,0.069
4,2018,09/11/2018,65,2,1,2,2,392000,6030.77,630,1.042770852,,,,,,5.640396,53.75,29,0.069
4,2018,16/11/2018,65,2,1,2,1,420000,6461.54,489,1.042770852,,,,,,5.640396,53.75,29,0.069
4,2018,30/11/2018,65,2,1,2,1,385700,5933.85,,0.48701819,,,,,,5.804117,60.875,18,0.313
4,2018,21/11/2018,65,2,1,2,1,391377,6021.18,280,0.473272218,,,,,,5.7810796,60.875,18,0.313
4,2018,21/11/2018,65,2,1,2,1,389898,5998.43,280,0.522977618,,,,,,5.8031617,60.875,18,0.313
4,2018,21/11/2018,65,2,1,2,1,391143,6017.58,280,0.522977618,,,,,,5.8031617,60.875,18,0.313
4,2018,21/11/2018,65,2,1,2,1,396433,6098.97,280,0.522977618,,,,,,5.8031617,60.875,18,0.313
4,2018,29/11/2018,65,2,0,2,1,735000,11307.69,1386,0.897820972,,,,,,1.6738641,71.0625,4,0.192
4,2018,28/11/2018,65,2,1,2,1,419300,6450.77,374,0.815638358,,,,,,7.2161789,46.84375,51,0.217
4,2018,07/11/2018,65,2,1,2,1,440300,6773.85,420,0.313082248,,,,,,6.1364492,71.21875,3,0.191
4,2018,28/11/2018,65,2,,1,1,329000,5061.54,319,1.632224242,,,,,,8.8144999,45.3125,53,0.123
4,2018,14/11/2018,65,2,0,2,1,385000,5923.08,569,0.978254725,,,,,,3.7136596,47.65625,47,0.154
4,2018,03/11/2018,66,2,0,1,1,353141,5350.62,244,0.308929714,,,,,,5.8461746,44.28125,58,0.155
4,2018,19/11/2018,66,2,0,1,2,395500,5992.42,454,1.400193571,,,,,,6.189647,46.84375,51,0.217
4,2018,23/11/2018,66,2,1,2,2,371000,5621.21,315,1.121720564,,,,,,5.9475528,46.84375,51,0.217
4,2018,17/11/2018,66,3,1,2,2,625800,9481.82,461,0.288788058,,,,,,2.7584326,71.0625,4,0.192
4,2018,21/11/2018,66,2,1,1,1,392087,5940.71,0,2.204685493,,,,,,7.7250762,55.3125,24,0.119
4,2018,07/11/2018,66,3,1,2,1,356930,5408.03,350,1.298464376,,,,,,11.2110684,54.6875,26,0.184
4,2018,09/11/2018,66,1,1,2,2,441350,6687.12,465,0.894057044,,,,,,3.4530344,49.65625,41,0.121
4,2018,14/11/2018,66,2,1,2,1,378658,5737.24,420,0.731393187,,,,,,3.7326124,63.9375,12,0.178
4,2018,27/11/2018,66,2,1,1,1,399000,6045.45,454,0.367882536,,,,,,3.7539287,71.21875,3,0.191
4,2018,19/11/2018,66,2,1,2,1,556500,8431.82,,0.226051072,,,,,,5.2671662,70.0625,6,0.185
4,2018,05/11/2018,66,2,1,1,1,610400,9248.48,0,0.206160322,,,,,,5.2449083,70.0625,6,0.185
4,2018,23/11/2018,66,3,1,1,2,374500,5674.24,,1.461901579,,,,,,6.6275363,60.875,18,0.313
4,2018,14/11/2018,66,1,1,1,1,889000,13469.7,672,2.678383814,,,,,,0.9401236,61.78125,15,0.296
4,2018,05/11/2018,66,2,0,1,1,441000,6681.82,525,0.610628191,,,,,,2.5043038,61.78125,15,0.296
4,2018,23/11/2018,66,2,1,2,1,350000,5303.03,325,0.661861487,,,,,,5.1990456,53.75,29,0.069
4,2018,19/11/2018,66,2,1,2,2,336000,5090.91,413,2.351157057,,,,,,11.8570098,54.6875,26,0.184
4,2018,30/11/2018,66,2,1,2,2,435400,6596.97,0,0.630358455,,,,,,5.256896,53.75,29,0.069
4,2018,08/11/2018,66,1,,1,2,421260,6382.73,,0.702869692,,,,,,5.3314382,53.75,29,0.069
4,2018,22/11/2018,66,2,1,2,1,335510,5083.48,0,0.630685931,,,,,,13.0264319,62.71875,14,0.174
4,2018,22/11/2018,66,2,1,2,1,335580,5084.55,0,0.630685931,,,,,,13.0264319,62.71875,14,0.174
4,2018,22/11/2018,66,2,1,2,1,335650,5085.61,0,0.630685931,,,,,,13.0264319,62.71875,14,0.174
4,2018,22/11/2018,66,2,1,2,1,335790,5087.73,0,0.630685931,,,,,,13.0264319,62.71875,14,0.174
4,2018,22/11/2018,66,2,1,2,1,335860,5088.79,0,0.630685931,,,,,,13.0264319,62.71875,14,0.174
4,2018,21/11/2018,66,2,1,2,1,392000,5939.39,0,8.209928278,,,,,,12.9086039,51.40625,34,0.302
4,2018,30/11/2018,66,2,1,2,0,448000,6787.88,665,1.360265759,,,,,,5.8410047,70.0625,6,0.185
4,2018,20/11/2018,67,2,1,2,1,387800,5788.06,0,0.423963163,,,,,,4.6841613,44.28125,58,0.155
4,2018,07/11/2018,67,2,1,2,2,489999,7313.42,478,1.121720564,,,,,,5.9475528,46.84375,51,0.217
4,2018,19/11/2018,67,3,1,2,1,473899,7073.12,,0.179465482,,,,,,5.2210162,70.0625,6,0.185
4,2018,19/11/2018,67,3,1,2,1,486499,7261.18,,0.179465482,,,,,,5.2210162,70.0625,6,0.185
4,2018,21/11/2018,67,3,1,2,2,357000,5328.36,398,0.668480461,,,,,,5.8228953,44.28125,58,0.155
4,2018,19/11/2018,67,3,1,2,1,392000,5850.75,431,2.081954496,,,,,,12.654453,52.15625,31,0.17
4,2018,19/11/2018,67,3,1,2,2,364000,5432.84,,3.661588156,,,,,,14.7199625,50.4375,36,0.169
4,2018,23/11/2018,67,2,1,1,0,385000,5746.27,630,1.774249236,,,,,,1.0858151,61.78125,15,0.296
4,2018,22/11/2018,67,2,1,2,1,499449,7454.46,489,0.474598922,,,,,,5.6470278,78.21875,1,0.107
4,2018,21/11/2018,67,3,1,2,2,378000,5641.79,385,0.98289226,,,,,,5.8614228,60.875,18,0.313
4,2018,20/11/2018,67,2,1,2,2,455000,6791.04,0,2.230708562,,,,,,11.774422,54.6875,26,0.172
4,2018,19/11/2018,67,2,1,2,2,399000,5955.22,329,2.262665791,,,,,,11.7448606,54.6875,26,0.172
4,2018,27/11/2018,67,2,1,1,1,497000,7417.91,574,1.053138717,,,,,,2.7864827,61.78125,15,0.296
4,2018,13/11/2018,67,2,1,2,2,623000,9298.51,602,1.053138717,,,,,,2.7864827,61.78125,15,0.296
4,2018,23/11/2018,67,2,1,2,2,686000,10238.81,595,1.053138717,,,,,,2.7864827,61.78125,15,0.296
4,2018,01/11/2018,67,2,2,2,1,346500,5171.64,454,0.895471471,,,,,,7.2045365,46.84375,51,0.217
4,2018,13/11/2018,67,2,1,2,2,451500,6738.81,394,20.98740353,,,,,,28.8918597,34.4375,86,0.176
4,2018,24/11/2018,67,2,,1,1,654500,9768.66,0,0.423058404,,,,,,3.5232895,71.21875,3,0.191
4,2018,05/11/2018,67,3,0,2,1,489999,7313.42,441,0.431714758,,,,,,5.0268174,61,17,0.249
4,2018,23/11/2018,67,2,1,2,1,347900,5192.54,224,1.718597222,,,,,,7.1714273,37.625,78,0.221
4,2018,23/11/2018,67,2,0,2,1,489299,7302.97,420,0.837821411,,,,,,3.6705219,75.40625,2,0.173
4,2018,19/11/2018,67,2,1,3,2,630000,9402.99,518,0.72046367,,,,,,2.6790927,61.78125,15,0.296
4,2018,14/11/2018,67,3,0,1,1,367500,5485.07,420,0.804309001,,,,,,12.8684171,62.71875,14,0.174
4,2018,07/11/2018,67,1,0,1,1,445200,6644.78,700,0.550547023,,,,,,4.1993355,53.75,29,0.069
4,2018,22/11/2018,67,2,1,2,2,339500,5067.16,630,0.845000556,,,,,,5.871055,53.75,29,0.069
4,2018,28/11/2018,67,2,1,2,2,539000,8044.78,350,0.226286224,,,,,,7.0600341,55.3125,24,0.119
4,2018,19/11/2018,67,2,1,1,2,466899,6968.64,350,0.47091151,,,,,,7.6378195,55.3125,24,0.119
4,2018,19/11/2018,67,2,1,2,1,354200,5286.57,0,1.932666318,,,,,,13.1990323,50.4375,36,0.169
4,2018,19/11/2018,67,2,1,2,1,359100,5359.7,0,1.932666318,,,,,,13.1990323,50.4375,36,0.169
4,2018,19/11/2018,67,2,1,2,1,449400,6707.46,0,1.932666318,,,,,,13.1990323,50.4375,36,0.169
4,2018,19/11/2018,67,2,1,2,1,463399,6916.4,0,1.932666318,,,,,,13.1990323,50.4375,36,0.169
4,2018,18/11/2018,67,1,1,2,2,595000,8880.6,560,0.788744207,,,,,,3.6594827,47.65625,47,0.154
4,2018,28/11/2018,67,2,1,2,1,543130,8106.42,350,0.592407853,,,,,,13.2136091,62.71875,14,0.174
4,2018,28/11/2018,67,2,1,1,1,543340,8109.55,350,0.592407853,,,,,,13.2136091,62.71875,14,0.174
4,2018,07/11/2018,68,3,1,2,2,405300,5960.29,357,0.203007009,,,,,,7.3831573,55.3125,24,0.119
4,2018,07/11/2018,68,3,1,2,2,412300,6063.24,420,0.203007009,,,,,,7.3831573,55.3125,24,0.119
4,2018,21/11/2018,68,3,1,2,1,388500,5713.24,357,0.412939846,,,,,,7.74871,55.3125,24,0.119
4,2018,14/11/2018,68,3,1,2,1,385000,5661.76,336,0.801471399,,,,,,15.4904389,54.40625,28,0.203
4,2018,19/11/2018,68,3,1,2,0,448000,6588.24,574,1.946042341,,,,,,12.5488582,54.6875,26,0.172
4,2018,05/11/2018,68,2,1,2,1,420000,6176.47,553,0.597800071,,,,,,4.3081259,53.75,29,0.069
4,2018,15/11/2018,68,3,,2,1,357000,5250,,1.695703173,,,,,,12.2017877,52.15625,31,0.17
4,2018,14/11/2018,68,2,1,2,1,413000,6073.53,371,2.435004361,,,,,,8.0269391,55.3125,24,0.119
4,2018,22/11/2018,68,2,1,2,1,427000,6279.41,385,2.435004361,,,,,,8.0269391,55.3125,24,0.119
4,2018,30/11/2018,68,3,1,2,2,387800,5702.94,454,1.982953524,,,,,,11.3418443,54.6875,26,0.172
4,2018,08/11/2018,68,2,2,2,1,486499,7154.4,454,0.401153592,,,,,,5.3796455,53.75,29,0.069
4,2018,13/11/2018,68,2,1,2,1,455000,6691.18,315,0.327460729,,,,,,5.2933963,53.75,29,0.069
4,2018,14/11/2018,68,1,1,1,1,560000,8235.29,553,1.053138717,,,,,,2.7864827,61.78125,15,0.296
4,2018,28/11/2018,68,2,1,1,1,630000,9264.71,595,1.053138717,,,,,,2.7864827,61.78125,15,0.296
4,2018,27/11/2018,68,1,1,1,0,658000,9676.47,595,1.053138717,,,,,,2.7864827,61.78125,15,0.296
4,2018,14/11/2018,68,2,1,2,2,686000,10088.24,595,1.119322086,,,,,,2.722487,61.78125,15,0.296
4,2018,08/11/2018,68,3,1,1,1,374500,5507.35,303,0.550952681,,,,,,11.1770622,59.0625,20,0.133
4,2018,23/11/2018,68,2,0,2,1,506099,7442.63,840,0.406989184,,,,,,3.0451324,68.96875,7,0.34
4,2018,13/11/2018,68,2,1,2,1,588000,8647.06,979,0.37280556,,,,,,2.9340327,68.96875,7,0.34
4,2018,21/11/2018,68,2,1,2,1,385000,5661.76,420,0.895471471,,,,,,7.2045365,46.84375,51,0.217
4,2018,09/11/2018,68,2,1,2,1,475999,6999.99,420,0.895471471,,,,,,7.2045365,46.84375,51,0.217
4,2018,20/11/2018,68,2,1,2,1,522845,7688.9,0,0.342603142,,,,,,5.0553355,53.75,29,0.069
4,2018,09/11/2018,68,2,0,2,1,475999,6999.99,350,0.169275227,,,,,,5.1554406,53.75,29,0.069
4,2018,05/11/2018,68,2,0,1,0,420000,6176.47,320,0.614648416,,,,,,3.2813455,68.96875,7,0.34
4,2018,05/11/2018,68,2,1,2,1,455000,6691.18,737,0.895457843,,,,,,2.3821652,47.65625,47,0.154
4,2018,21/11/2018,68,2,1,2,1,434000,6382.35,475,1.929479656,,,,,,0.8577939,61.78125,15,0.296
4,2018,07/11/2018,68,2,1,2,1,524300,7710.29,322,0.793239403,,,,,,5.5504505,53.75,29,0.069
4,2018,20/11/2018,68,2,1,2,1,489999,7205.87,399,0.667607602,,,,,,5.4508511,53.75,29,0.069
4,2018,19/11/2018,68,2,0,1,1,489299,7195.57,385,0.742162945,,,,,,5.494597,53.75,29,0.069
4,2018,21/11/2018,68,2,1,2,1,519399,7638.22,385,0.742162945,,,,,,5.494597,53.75,29,0.069
4,2018,13/11/2018,68,2,1,2,1,361480,5315.88,237,3.4628755,,,,,,9.0125086,70.46875,5,0.145
4,2018,09/11/2018,68,2,1,2,1,434000,6382.35,427,0.979177207,,,,,,5.6216881,53.75,29,0.069
4,2018,22/11/2018,68,2,1,2,2,448000,6588.24,478,0.979177207,,,,,,5.6216881,53.75,29,0.069
