date;area_m2;bedrooms;suite;bathrooms;garage;price_real_month;price_m2;condo_real;metro_dist_km;gym;field_quadra;elevator;furnished;swimming_pool;delta_cbd_farialima;inequality_meter;inequality_rank;teleworkable
22/11/2019;110;2;0;3;2;2000;18.18181818;0;6.301068409;0;0;0;0;0;11.83878238;37.78125;81;0.111
26/05/2019;57;2;0;1;1;1450;25.43859649;480;3.130353713;0;0;0;0;0;8.500357972;40.75;73;0.177
12/05/2019;58;2;0;1;2;1350;23.27586207;700;2.877217236;0;0;0;0;0;8.263615527;40.75;73;0.177
03/11/2021;80;3;0;2;1;1400;17.5;0;2.966237545;0;0;0;0;0;8.348990106;51.21875;36;0.212
05/01/2018;250;3;0;3;3;11900;47.6;0;0.807009712;;;;;;3.47541501;68.96875;7;0.135
26/01/2021;63;3;0;2;1;2500;39.68253968;0;0.484924503;0;0;0;0;0;8.459877508;51.1875;37;0.089
19/02/2020;90;3;1;2;1;3200;35.55555556;1000;1.515616257;0;0;1;0;0;5.974403453;61.875;10;0.201
12/09/2021;126;3;0;3;0;3000;23.80952381;0;1.463358609;0;0;0;0;0;5.92168597;56.9375;22;0.263
01/06/2018;91;3;1;3;1;2800;30.76923077;595;1.301351611;;;;;;5.737931548;70.0625;6;0.21
29/03/2019;110;3;0;3;2;3700;33.63636364;0;1.274222933;0;0;0;0;0;5.716320017;64.21875;9;0.182
23/02/2019;68;1;0;1;0;1540;22.64705882;0;1.195743893;;;;;;5.624340171;64.21875;9;0.182
03/01/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.207
01/01/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.204
01/01/2021;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;52.65625;30;0.26
07/02/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.207
05/02/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.204
02/02/2021;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;52.65625;30;0.26
01/03/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.207
04/03/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.204
02/03/2021;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;52.65625;30;0.26
05/04/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.248
01/04/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.238
10/04/2021;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;52.65625;30;0.256
05/05/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.248
05/05/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.238
01/05/2021;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;52.65625;30;0.256
02/06/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.248
04/06/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.238
02/07/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.294
02/07/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.296
07/08/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.294
06/08/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.296
04/09/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.294
11/10/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.238
01/11/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.238
02/12/2019;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;49.46875;40;0.238
10/12/2020;15;1;0;1;0;680;45.33333333;0;1.009802489;0;0;0;0;0;6.719278982;55.21875;23;0.239
05/05/2020;64;3;0;2;1;2460;38.4375;0;2.396401553;0;0;0;0;0;5.170079686;46.21875;54;0.165
05/04/2019;109;3;3;4;2;4500;41.28440367;950;2.352480401;0;0;0;0;0;5.331924421;39.46875;79;0.171
10/01/2019;28;1;0;1;0;1470;52.5;210;1.45629889;;;;;;5.059518701;62.375;12;0.153
22/02/2019;28;1;0;1;0;1050;37.5;210;1.499109201;;;;;;4.979656787;62.375;12;0.153
15/11/2018;348;3;2;3;4;7000;20.11494253;0;0.890069622;;;;;;2.100394361;68.96875;7;0.34
24/02/2019;198;3;1;3;2;9100;45.95959596;0;0.832345349;;;;;;2.103888562;65.8125;5;0.327
28/08/2019;70;3;0;1;2;2000;28.57142857;0;0.475119384;0;0;0;0;0;22.05307802;45.875;58;0.223
22/09/2018;110;3;2;3;1;1750;15.90909091;0;0.655040547;;;;;;11.6387139;54.6875;26;0.161
27/09/2018;242;2;1;2;2;3849;15.90495868;0;2.387815204;;;;;;14.7141346;52.15625;31;0.152
24/01/2019;78;1;0;1;1;4500;57.69230769;0;0.593730409;0;0;0;0;0;4.461978676;65.8125;5;0.327
11/03/2020;62;2;0;1;0;950;15.32258065;0;10.24528425;0;0;0;0;0;17.06326129;39.21875;84;0.129
07/11/2018;189;1;1;1;0;3849;20.36507937;0;1.133925855;;;;;;4.50764651;61;17;0.249
14/11/2019;90;2;2;3;2;6500;72.22222222;1300;1.120656692;0;0;0;0;0;4.675938075;59.86666667;13;0.305
16/02/2018;161;2;1;2;2;4200;26.08695652;2520;1.079622726;;;;;;4.690930459;61;17;0.136
11/10/2018;315;4;3;4;4;5040;16;3150;1.073445577;;;;;;4.800016072;61;17;0.249
15/02/2019;290;1;4;1;4;6650;22.93103448;2940;1.073445577;;;;;;4.800016072;59.86666667;13;0.272
18/10/2019;70;2;0;1;0;1100;15.71428571;0;0.970601968;0;0;0;0;0;13.86844602;48.84375;45;0.184
20/12/2021;54;2;0;1;1;1500;27.77777778;372;2.974150413;0;0;1;0;0;14.24346278;47.90625;44;0.171
15/09/2018;120;3;1;3;3;1959;16.325;560;5.129856128;;;;;;15.69575726;50.4375;36;0.115
14/11/2018;300;4;2;4;4;12600;42;1610;1.848767381;;;;;;1.434240471;61.78125;15;0.296
11/06/2020;97;2;0;2;1;6000;61.8556701;0;1.848767381;0;0;0;0;0;1.434240471;64.6875;4;0.328
17/08/2018;265;3;2;3;4;9450;35.66037736;2240;1.894981495;;;;;;1.617177226;61.78125;15;0.181
25/02/2019;172;4;2;4;3;8400;48.8372093;1500;1.894981495;;;;;;1.617177226;62.5;11;0.303
23/08/2018;210;3;3;3;3;7699;36.66190476;2450;1.908763071;;;;;;1.524895738;61.78125;15;0.181
30/01/2019;126;3;1;3;2;3500;27.77777778;941;1.85339324;;;;;;1.398440039;62.5;11;0.303
23/11/2018;187;1;1;1;2;6300;33.68983957;1400;1.947361429;;;;;;1.584222918;61.78125;15;0.296
19/02/2019;125;4;3;4;3;2380;19.04;0;0.524914501;;;;;;7.450696135;56.5;18;0.119
01/02/2019;290;4;2;4;2;6300;21.72413793;1959;0.516322531;;;;;;5.440052565;65.625;7;0.105
16/02/2019;120;2;1;2;1;3290;27.41666667;770;0.516322531;;;;;;5.440052565;65.625;7;0.105
16/01/2018;347;4;0;4;3;10500;30.25936599;2660;0.516322531;;;;;;5.440052565;78.21875;1;0.066
06/09/2018;530;1;4;1;2;13300;25.09433962;2240;0.487912093;;;;;;5.421178185;78.21875;1;0.096
11/02/2019;160;2;1;2;1;3360;21;1042;0.55960621;;;;;;5.398940316;65.625;7;0.105
23/11/2018;300;2;2;2;2;6300;21;1819;0.556807914;;;;;;5.328463191;78.21875;1;0.107
10/01/2019;289;1;1;1;2;11587;40.09342561;1819;0.556807914;;;;;;5.328463191;65.625;7;0.105
14/02/2019;160;4;2;4;1;3150;19.6875;1012;0.665081777;;;;;;5.224039109;65.625;7;0.105
23/02/2019;120;3;1;3;1;3290;27.41666667;700;0.563205934;;;;;;5.221589431;65.625;7;0.105
18/07/2018;126;2;1;2;1;2450;19.44444444;1190;0.626236345;;;;;;5.187482448;78.21875;1;0.096
27/10/2018;110;1;1;1;1;2240;20.36363636;1199;0.626236345;;;;;;5.187482448;78.21875;1;0.107
02/10/2018;120;4;1;4;2;3150;26.25;944;0.57833749;;;;;;5.17906418;78.21875;1;0.107
23/11/2018;120;1;1;1;2;3150;26.25;944;0.57833749;;;;;;5.17906418;78.21875;1;0.107
25/05/2018;120;2;1;2;2;3500;29.16666667;944;0.57833749;;;;;;5.17906418;78.21875;1;0.203
28/06/2018;319;2;1;2;2;7000;21.94357367;2100;0.534887829;;;;;;5.747617652;78.21875;1;0.203
21/07/2018;319;4;1;4;2;7000;21.94357367;2100;0.534887829;;;;;;5.747617652;78.21875;1;0.096
07/02/2019;138;3;1;3;2;2450;17.75362319;0;2.817094828;;;;;;11.64092091;48.84375;45;0.139
25/11/2018;80;2;1;2;2;1750;21.875;434;1.696098745;;;;;;11.76814403;54.6875;26;0.184
04/05/2018;43;1;0;1;2;1260;29.30232558;244;2.163760873;;;;;;6.402034636;37.625;78;0.233
25/02/2019;57;1;1;1;2;1400;24.56140351;343;2.040972175;;;;;;6.443751457;35.21875;90;0.213
16/08/2018;58;1;1;1;2;1470;25.34482759;700;2.040972175;;;;;;6.443751457;37.625;78;0.14
25/02/2019;58;1;1;1;2;1621;27.94827586;395;2.040972175;;;;;;6.443751457;35.21875;90;0.213
25/02/2019;157;3;3;3;3;3500;22.29299363;0;1.271895114;;;;;;6.952188283;35.21875;90;0.213
12/04/2018;76;1;1;1;2;1750;23.02631579;595;0.787762263;;;;;;9.168734069;63.03125;13;0.154
15/08/2018;76;1;1;1;2;2324;30.57894737;0;0.787762263;;;;;;9.168734069;63.03125;13;0.083
24/01/2019;173;2;1;2;1;3849;22.24855491;1050;0.285241883;;;;;;5.454825242;65.625;7;0.105
22/03/2019;60;2;1;3;1;2100;35;1330;0.244277229;0;0;0;0;0;5.567327489;65.625;7;0.105
05/04/2019;60;2;1;3;1;2100;35;1330;0.244277229;0;0;0;0;0;5.567327489;65.625;7;0.134
01/11/2019;97;2;0;2;1;4500;46.39175258;1200;0.28580774;0;0;0;0;0;5.499328255;65.625;7;0.206
02/12/2019;97;2;0;2;1;4500;46.39175258;1200;0.28580774;0;0;0;0;0;5.499328255;65.625;7;0.206
11/01/2019;173;2;1;2;1;3919;22.65317919;1050;0.307242527;;;;;;5.747014217;65.625;7;0.105
02/02/2019;157;3;1;3;1;4130;26.30573248;1190;0.307242527;;;;;;5.747014217;65.625;7;0.105
05/01/2018;78;2;0;1;1;1400;17.94871795;500;0.44021337;0;0;1;0;0;5.343369312;71.21875;3;0.095
21/10/2018;30;1;0;1;0;489;16.3;0;2.507233356;;;;;;14.47939808;43.96875;60;0.151
21/08/2021;50;1;0;1;1;900;18;0;1.93065499;0;0;0;0;0;19.32837975;45.28125;60;0.161
05/09/2021;50;1;0;1;1;900;18;0;1.93065499;0;0;0;0;0;19.32837975;45.28125;60;0.161
25/02/2019;210;2;2;2;4;3849;18.32857143;2240;0.839925745;;;;;;7.11362763;35.21875;90;0.213
25/02/2019;191;3;2;3;4;4550;23.82198953;0;0.839925745;;;;;;7.11362763;35.21875;90;0.213
22/02/2019;160;4;3;4;3;4200;26.25;1400;0.839925745;;;;;;7.11362763;35.21875;90;0.213
25/02/2019;207;4;4;4;4;5600;27.0531401;0;0.839925745;;;;;;7.11362763;35.21875;90;0.213
25/02/2019;161;4;2;4;3;4900;30.43478261;0;0.839925745;;;;;;7.11362763;35.21875;90;0.213
25/02/2019;241;4;3;4;4;8400;34.85477178;0;0.839925745;;;;;;7.11362763;35.21875;90;0.213
25/02/2019;255;4;4;4;4;11200;43.92156863;0;0.839925745;;;;;;7.11362763;35.21875;90;0.213
20/02/2019;160;4;3;4;3;3430;21.4375;1330;0.717533487;;;;;;7.230213122;35.21875;90;0.213
20/02/2019;152;4;3;4;3;3500;23.02631579;1330;0.717533487;;;;;;7.230213122;35.21875;90;0.213
15/06/2018;211;4;4;4;4;5425;25.71090047;2182;0.717533487;;;;;;7.230213122;37.625;78;0.233
15/01/2019;240;4;3;4;4;6300;26.25;1750;0.717533487;;;;;;7.230213122;35.21875;90;0.213
05/12/2018;220;4;4;4;4;7000;31.81818182;2170;0.717533487;;;;;;7.230213122;37.625;78;0.221
11/08/2018;35;1;0;1;0;1959;55.97142857;560;0.33179304;;;;;;4.464679152;67.75;8;0.111
16/11/2018;35;1;0;1;1;1470;42;770;0.609508273;;;;;;4.769718191;67.75;8;0.201
23/02/2018;58;1;1;1;0;1959;33.77586207;560;0.57181211;;;;;;4.728693597;67.75;8;0.099
14/06/2021;51;1;0;1;1;2300;45.09803922;697;0.528375175;1;1;1;0;1;4.677347066;59.3125;13;0.227
14/02/2019;54;1;0;1;1;1173;21.72222222;774;0.171312054;;;;;;4.289156896;66.15625;4;0.213
29/01/2019;54;1;0;1;1;1383;25.61111111;774;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/02/2019;54;1;0;1;1;1396;25.85185185;930;0.171312054;;;;;;4.289156896;66.15625;4;0.213
16/10/2018;48;1;1;1;1;1260;26.25;1120;0.171312054;;;;;;4.289156896;67.75;8;0.201
05/11/2018;48;1;1;1;1;1260;26.25;1435;0.171312054;;;;;;4.289156896;67.75;8;0.201
14/11/2018;48;1;1;1;1;1295;26.97916667;1400;0.171312054;;;;;;4.289156896;67.75;8;0.201
29/01/2019;55;1;0;1;1;1523;27.69090909;774;0.171312054;;;;;;4.289156896;66.15625;4;0.213
15/02/2019;55;1;0;1;1;1523;27.69090909;942;0.171312054;;;;;;4.289156896;66.15625;4;0.213
10/08/2018;50;1;0;1;1;1403;28.06;913;0.171312054;;;;;;4.289156896;67.75;8;0.111
07/02/2019;48;1;0;1;1;1350;28.125;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
31/01/2019;48;1;1;1;1;1358;28.29166667;1884;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
29/01/2019;48;1;0;1;1;1400;29.16666667;909;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/02/2019;48;1;1;1;1;1400;29.16666667;1155;0.171312054;;;;;;4.289156896;66.15625;4;0.213
05/04/2018;48;1;1;1;1;1400;29.16666667;1155;0.171312054;;;;;;4.289156896;67.75;8;0.251
29/01/2019;45;1;0;1;1;1313;29.17777778;774;0.171312054;;;;;;4.289156896;66.15625;4;0.213
10/01/2019;48;1;1;1;1;1470;30.625;1190;0.171312054;;;;;;4.289156896;66.15625;4;0.213
16/10/2018;48;1;1;1;1;1470;30.625;1190;0.171312054;;;;;;4.289156896;67.75;8;0.201
14/02/2019;54;1;0;1;1;1660;30.74074074;909;0.171312054;;;;;;4.289156896;66.15625;4;0.213
26/09/2018;54;1;0;1;1;1663;30.7962963;774;0.171312054;;;;;;4.289156896;67.75;8;0.111
19/10/2018;54;1;0;1;1;1663;30.7962963;774;0.171312054;;;;;;4.289156896;67.75;8;0.201
22/04/2020;55;1;0;1;1;1700;30.90909091;1500;0.171312054;0;0;0;1;1;4.289156896;59.78125;14;0.188
05/05/2020;55;1;0;1;1;1700;30.90909091;1500;0.171312054;0;0;0;1;1;4.289156896;59.78125;14;0.188
24/08/2018;54;1;0;1;1;1680;31.11111111;979;0.171312054;;;;;;4.289156896;67.75;8;0.111
13/02/2019;54;1;0;1;1;1733;32.09259259;774;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/02/2019;48;1;1;1;1;1594;33.20833333;623;0.171312054;;;;;;4.289156896;66.15625;4;0.213
25/08/2018;48;1;1;1;1;1594;33.20833333;623;0.171312054;;;;;;4.289156896;67.75;8;0.111
27/06/2018;48;1;0;1;1;1610;33.54166667;700;0.171312054;;;;;;4.289156896;67.75;8;0.251
09/08/2018;50;1;0;1;1;1683;33.66;913;0.171312054;;;;;;4.289156896;67.75;8;0.111
05/12/2018;50;1;0;1;1;1683;33.66;913;0.171312054;;;;;;4.289156896;67.75;8;0.201
12/05/2018;50;1;1;1;1;1694;33.88;909;0.171312054;;;;;;4.289156896;67.75;8;0.251
11/04/2018;48;1;1;1;1;1638;34.125;665;0.171312054;;;;;;4.289156896;67.75;8;0.251
29/06/2018;48;1;0;1;1;1638;34.125;714;0.171312054;;;;;;4.289156896;67.75;8;0.251
02/07/2020;50;1;0;1;1;1713;34.26;0;0.171312054;0;0;0;0;0;4.289156896;59.78125;14;0.248
16/01/2019;48;1;1;1;1;1645;34.27083333;665;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/02/2019;48;1;1;1;1;1645;34.27083333;665;0.171312054;;;;;;4.289156896;66.15625;4;0.213
04/10/2018;48;1;1;1;1;1645;34.27083333;735;0.171312054;;;;;;4.289156896;67.75;8;0.201
25/06/2018;55;1;1;1;1;1889;34.34545455;951;0.171312054;;;;;;4.289156896;67.75;8;0.251
15/03/2019;48;1;0;1;1;1650;34.375;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
16/01/2019;48;1;1;1;1;1652;34.41666667;665;0.171312054;;;;;;4.289156896;66.15625;4;0.213
25/08/2018;48;1;1;1;1;1652;34.41666667;665;0.171312054;;;;;;4.289156896;67.75;8;0.111
14/02/2019;48;1;1;1;1;1655;34.47916667;665;0.171312054;;;;;;4.289156896;66.15625;4;0.213
02/10/2018;48;1;1;1;1;1655;34.47916667;665;0.171312054;;;;;;4.289156896;67.75;8;0.201
13/02/2019;54;1;0;1;1;1873;34.68518519;774;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/02/2019;54;1;0;1;1;1903;35.24074074;630;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/05/2020;48;1;0;1;1;1700;35.41666667;0;0.171312054;0;0;0;0;0;4.289156896;59.78125;14;0.188
08/01/2019;48;1;0;1;1;1715;35.72916667;700;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/02/2019;48;1;0;1;1;1715;35.72916667;700;0.171312054;;;;;;4.289156896;66.15625;4;0.213
11/12/2018;54;1;0;1;1;1955;36.2037037;952;0.171312054;;;;;;4.289156896;67.75;8;0.201
19/06/2018;54;1;0;1;1;1964;36.37037037;942;0.171312054;;;;;;4.289156896;67.75;8;0.251
14/02/2019;55;1;0;1;1;2013;36.6;774;0.171312054;;;;;;4.289156896;66.15625;4;0.213
18/05/2018;48;1;0;1;1;1764;36.75;1225;0.171312054;;;;;;4.289156896;67.75;8;0.251
15/02/2019;54;1;0;1;1;2009;37.2037037;909;0.171312054;;;;;;4.289156896;66.15625;4;0.213
30/01/2019;48;1;1;1;1;1789;37.27083333;730;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/08/2018;48;1;1;1;1;1789;37.27083333;730;0.171312054;;;;;;4.289156896;67.75;8;0.111
22/02/2019;48;1;1;1;1;1803;37.5625;1358;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
06/09/2018;48;1;1;1;1;1836;38.25;766;0.171312054;;;;;;4.289156896;67.75;8;0.111
21/01/2019;42;1;0;1;1;1610;38.33333333;700;0.171312054;;;;;;4.289156896;66.15625;4;0.213
14/02/2019;48;1;1;1;1;1854;38.625;700;0.171312054;;;;;;4.289156896;66.15625;4;0.213
09/05/2018;48;1;1;1;1;1854;38.625;700;0.171312054;;;;;;4.289156896;67.75;8;0.251
14/08/2018;48;1;1;1;1;1854;38.625;700;0.171312054;;;;;;4.289156896;67.75;8;0.111
01/09/2018;48;1;1;1;1;1854;38.625;700;0.171312054;;;;;;4.289156896;67.75;8;0.111
04/10/2018;48;1;1;1;1;1854;38.625;700;0.171312054;;;;;;4.289156896;67.75;8;0.201
23/11/2018;48;1;1;1;1;1854;38.625;700;0.171312054;;;;;;4.289156896;67.75;8;0.201
13/09/2018;48;1;1;1;1;1868;38.91666667;909;0.171312054;;;;;;4.289156896;67.75;8;0.111
16/10/2018;48;1;1;1;1;1868;38.91666667;909;0.171312054;;;;;;4.289156896;67.75;8;0.201
10/12/2018;54;1;0;1;1;2135;39.53703704;902;0.171312054;;;;;;4.289156896;67.75;8;0.201
01/01/2021;48;1;1;1;1;1900;39.58333333;1600;0.171312054;1;0;1;1;1;4.289156896;59.3125;13;0.222
09/11/2018;35;1;0;1;1;1400;40;770;0.171312054;;;;;;4.289156896;67.75;8;0.201
02/10/2018;48;1;1;1;1;1959;40.8125;454;0.171312054;;;;;;4.289156896;67.75;8;0.201
23/11/2018;48;1;1;1;1;1959;40.8125;454;0.171312054;;;;;;4.289156896;67.75;8;0.201
19/10/2018;54;1;0;1;1;2207;40.87037037;791;0.171312054;;;;;;4.289156896;67.75;8;0.201
25/06/2018;54;1;0;1;1;2223;41.16666667;774;0.171312054;;;;;;4.289156896;67.75;8;0.251
07/08/2019;48;1;1;1;1;2000;41.66666667;1336;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
04/09/2019;48;1;1;1;1;2000;41.66666667;1336;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
03/01/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
01/01/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.22
01/01/2021;50;1;0;1;1;2088;41.76;0;0.171312054;0;0;0;0;0;4.289156896;59.3125;13;0.222
07/02/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
05/02/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.22
02/02/2021;50;1;0;1;1;2088;41.76;0;0.171312054;0;0;0;0;0;4.289156896;59.3125;13;0.222
01/03/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
04/03/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.22
02/03/2021;50;1;0;1;1;2088;41.76;0;0.171312054;0;0;0;0;0;4.289156896;59.3125;13;0.222
05/04/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.185
01/04/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.188
10/04/2021;50;1;0;1;1;2088;41.76;0;0.171312054;0;0;0;0;0;4.289156896;59.3125;13;0.227
05/05/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.185
05/05/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.188
01/05/2021;50;1;0;1;1;2088;41.76;0;0.171312054;0;0;0;0;0;4.289156896;59.3125;13;0.227
02/06/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.185
04/06/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.188
02/07/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
02/07/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.248
07/08/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
04/09/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
11/10/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.227
01/11/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.227
02/12/2019;50;1;0;1;1;2088;41.76;1427;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.227
10/12/2020;50;1;0;1;1;2088;41.76;1427;0.171312054;1;0;1;1;1;4.289156896;59.78125;14;0.248
31/07/2019;48;1;0;1;1;2007;41.8125;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
26/09/2018;53;1;0;1;1;2232;42.11320755;774;0.171312054;;;;;;4.289156896;67.75;8;0.111
18/10/2019;48;1;0;1;1;2100;43.75;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.227
15/04/2020;48;1;1;1;1;2120;44.16666667;2100;0.171312054;1;1;1;1;1;4.289156896;59.78125;14;0.188
16/10/2018;45;1;0;1;1;2029;45.08888889;770;0.171312054;;;;;;4.289156896;67.75;8;0.201
06/12/2018;40;1;1;1;1;1819;45.475;770;0.171312054;;;;;;4.289156896;67.75;8;0.201
03/01/2019;48;1;0;1;1;2184;45.5;875;0.171312054;;;;;;4.289156896;66.15625;4;0.213
31/07/2019;48;1;1;1;1;2265;47.1875;950;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
07/08/2019;48;1;0;1;1;2265;47.1875;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.241
06/12/2018;35;1;1;1;1;1680;48;1050;0.171312054;;;;;;4.289156896;67.75;8;0.201
14/12/2018;35;1;1;1;1;1750;50;770;0.171312054;;;;;;4.289156896;67.75;8;0.201
08/01/2019;42;1;0;1;1;2110;50.23809524;920;0.171312054;;;;;;4.289156896;66.15625;4;0.213
26/05/2019;48;1;1;1;1;2415;50.3125;1095;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.185
10/01/2019;48;1;0;1;1;2440;50.83333333;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
22/02/2019;48;1;0;1;1;2440;50.83333333;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
01/03/2019;48;1;0;1;1;2440;50.83333333;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
05/12/2018;35;1;1;1;1;1819;51.97142857;840;0.171312054;;;;;;4.289156896;67.75;8;0.201
14/01/2019;55;1;0;1;1;2940;53.45454545;0;0.171312054;;;;;;4.289156896;66.15625;4;0.213
05/12/2018;35;1;1;1;0;1889;53.97142857;770;0.171312054;;;;;;4.289156896;67.75;8;0.201
25/03/2020;48;1;0;1;1;2600;54.16666667;0;0.171312054;0;0;0;0;0;4.289156896;59.78125;14;0.22
29/03/2019;47;1;0;1;1;2600;55.31914894;0;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.213
05/04/2019;47;1;0;1;1;2600;55.31914894;1500;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.185
21/06/2018;35;1;0;1;1;1961;56.02857143;770;0.171312054;;;;;;4.289156896;67.75;8;0.251
21/06/2018;35;1;0;1;1;1963;56.08571429;700;0.171312054;;;;;;4.289156896;67.75;8;0.251
21/06/2018;35;1;0;1;1;1965;56.14285714;770;0.171312054;;;;;;4.289156896;67.75;8;0.251
21/06/2018;35;1;0;1;1;1966;56.17142857;770;0.171312054;;;;;;4.289156896;67.75;8;0.251
21/06/2018;35;1;0;1;1;1968;56.22857143;770;0.171312054;;;;;;4.289156896;67.75;8;0.251
02/06/2019;48;1;1;1;1;2700;56.25;1700;0.171312054;0;0;0;0;0;4.289156896;66.15625;4;0.185
